id,risorsa,keywords,categoria
839,Gauss-Markov Process Random Telegraph Wave Wiener or Brownian-Motion Process,"control ,estimation ,gauss ,gauss-markov ,markov ,markov process ,stochastic ,wave ,wiener ,control ,estimation ,gauss ,gauss-markov ,markov ,markov process ,stochastic ,wave ,wiener",Probability and Statistics
840,Determination of Autocorrelation and Spectral Density Functions from Experimental Data,"autocorrelation ,control ,data ,estimation ,experimental ,functions ,stochastic ,autocorrelation ,control ,data ,estimation ,experimental ,functions ,stochastic",Probability and Statistics
841,Introduction: The Analysis Problem Stationary (Steady-State) Analysis Integral Tables for Computing Mean-Square Value,"analysis ,control ,estimation ,mean ,stochastic ,analysis ,control ,estimation ,mean ,stochastic",Probability and Statistics
842,Pure White Noise and Bandlimited Systems Noise Equivalent Bandwidth Shaping Filter,"bandlimited ,control ,estimation ,noise ,shaping filter ,stochastic ,white noise ,bandlimited ,control ,estimation ,noise ,shaping filter ,stochastic ,white noise",Probability and Statistics
843,Nonstationary (Transient) Analysis - Initial Condition Response Nonstationary (Transient) Analysis - Forced Response,"analysis ,control ,estimation ,stochastic ,analysis ,control ,estimation ,stochastic",Probability and Statistics
844,The Wiener Filter Problem Optimization with Respect to a Parameter,"control ,estimation ,optimization ,parameter ,stochastic ,wiener ,wiener filter ,control ,estimation ,optimization ,parameter ,stochastic ,wiener ,wiener filter",Probability and Statistics
845,The Stationary Optimization Problem - Weighting Function Approach Orthogonality,"control ,estimation ,function ,optimization ,orthogonality ,stochastic ,control ,estimation ,function ,optimization ,orthogonality ,stochastic",Probability and Statistics
846,Complementary Filter Perspective,"control ,estimation ,perspective ,stochastic ,control ,estimation ,perspective ,stochastic",Probability and Statistics
847,Estimation A Simple Recursive Example,"control ,estimation ,stochastic ,control ,estimation ,stochastic",Probability and Statistics
848,Markov Processes,"control ,estimation ,markov ,markov processes ,stochastic ,control ,estimation ,markov ,markov processes ,stochastic",Probability and Statistics
849,State Space Description Vector Description of a Continuous-Time Random Process Discrete-Time Model ,"continuous-time ,control ,discrete ,estimation ,random process ,state space ,stochastic ,vector ,continuous-time ,control ,discrete ,estimation ,random process ,state space ,stochastic ,vector",Probability and Statistics
850,Monte Carlo Simulation of Discrete-Time Systems The Discrete Kalman Filter Scalar Kalman Filter Examples,"control ,discrete ,estimation ,kalman ,kalman filter ,monte carlo simulation ,simulation ,stochastic ,control ,discrete ,estimation ,kalman ,kalman filter ,monte carlo simulation ,simulation ,stochastic",Probability and Statistics
851,Transition from the Discrete to Continuous Filter Equations Solution of the Matrix Riccati Equation,"control ,discrete ,estimation ,stochastic ,control ,discrete ,estimation ,stochastic",Probability and Statistics
852,Divergence Problems,"control ,estimation ,stochastic ,control ,estimation ,stochastic",Probability and Statistics
853,Introduction to Network Structure,"network structure ,structure",Probability and Statistics
854,Qualifying Networks 1,networks,Probability and Statistics
855,Qualifying Networks 2,networks,Probability and Statistics
856,Qualifying Networks 3,"content ,networks",Probability and Statistics
857,Social Networks 1,"networks ,social ,social networks",Probability and Statistics
858,Social Networks 2,"networks ,social ,social networks",Probability and Statistics
859,Social Networks 3,"networks ,social ,social networks",Probability and Statistics
860,Social Networks 4,"networks ,social ,social networks",Probability and Statistics
861,Social Networks 5,"networks ,social ,social networks",Probability and Statistics
862,Social Networks 6,"content ,networks ,social ,social networks",Probability and Statistics
863,"Networks, Complexity and Economic Development",networks,Probability and Statistics
864,Evolution and how it can help us understand our world 1,evolution,Probability and Statistics
865,Evolution and how it can help us understand our world 2,evolution,Probability and Statistics
866,Evolution and how it can help us understand our world 3,evolution,Probability and Statistics
867,Evolution and how it can help us understand our world 4,evolution,Probability and Statistics
868,Evolution and how it can help us understand our world 5,evolution,Probability and Statistics
869,Evolution and how it can help us understand our world 6,evolution,Probability and Statistics
870,The DP algorithm 1,stochastic,Probability and Statistics
871,The DP algorithm 2,stochastic,Probability and Statistics
872,Deterministic finite-state problems,stochastic,Probability and Statistics
873,Deterministic continuous-time problems,stochastic,Probability and Statistics
874,Stochastic DP problems 1,stochastic,Probability and Statistics
875,Stochastic DP problems 2,stochastic,Probability and Statistics
876,Imperfect state information problems 1,stochastic,Probability and Statistics
877,Imperfect state information problems 2,stochastic,Probability and Statistics
878,Suboptimal control 1,suboptimal control,Probability and Statistics
879,Suboptimal control 2,suboptimal control,Probability and Statistics
880,Infinite horizon problems 1,stochastic,Probability and Statistics
881,Infinite horizon problems 2,stochastic,Probability and Statistics
882,Infinite horizon problems 3,stochastic,Probability and Statistics
883,The Central Limit Theorem and the Diffusion Equation Multi-dimensional CLT for Ssums of IID Random Vectors Continuum Derivation Involving the Diffusion Equation,"central limit theorem ,limit theorem ,mathematics ,random vectors ,the central limit theorem ,vectors",Probability and Statistics
884,"Moments, Cumulants, and Scaling Markov Chain for the Position (in d Dimensions), Exact Solution by Fourier Transform, Moment and Cumulant Tensors, Additivity of Cumulants, Square-root Scaling of Normal Diffusion","dimensions ,fourier ,fourier transform ,markov ,mathematics ,normal",Probability and Statistics
885,"Asymptotic Shape of the Distribution Berry-Esseen Theorem Asymptotic Analysis Leading to Edgeworth Expansions, Governing Convergence to the CLT (in one Dimension), and more Generally Gram-Charlier Expansions for Random Walks Width of the Central Region wh","analysis ,distribution ,mathematics ,random walks",Probability and Statistics
886,"Power-law Fat Tails Power-law Tails, Diverging Moments and Singular Characteristic Functions Additivity of Tail Amplitudes","functions ,law ,mathematics",Probability and Statistics
887,Globally Valid Asymptotics Method of Steepest Descent (Saddle-Point Method) for Asymptotic Approximation of Integrals Application to Random Walks Example: Asymptotics of the Bernoulli Random Walk,"approximation ,asymptotics ,bernoulli ,mathematics ,random walk ,random walks",Probability and Statistics
888,Asymptotics with Fat Tails Corrections to the CLT for Power-law Tails (but Finite Variance) Parabolic Cylinder Functions and Dawson''s Integral A Numerical Example Showing Global Accuracy and Fast Convergence of the Asymptotic Approximation 1,"approximation ,asymptotics ,functions ,law ,mathematics ,variance",Probability and Statistics
889,Asymptotics with Fat Tails Corrections to the CLT for Power-law Tails (but Finite Variance) Parabolic Cylinder Functions and Dawson''s Integral A Numerical Example Showing Global Accuracy and Fast Convergence of the Asymptotic Approximation 2,"approximation ,asymptotics ,functions ,law ,mathematics ,variance",Probability and Statistics
890,Asymptotics with Fat Tails Corrections to the CLT for Power-law Tails (but Finite Variance) Parabolic Cylinder Functions and Dawson''s Integral A Numerical Example Showing Global Accuracy and Fast Convergence of the Asymptotic Approximation 3,"approximation ,asymptotics ,functions ,law ,mathematics ,variance",Probability and Statistics
891,"From Random Walks to Diffusion Examples of Random Walks Modeled by Diffusion Equations Flagellar Bacteria Run and Tumble Motion, Chemotaxis Financial Time Series Additive Versus Multiplicative Processes 1","chemotaxis ,mathematics ,random walks ,time series",Probability and Statistics
892,"From Random Walks to Diffusion Examples of Random Walks Modeled by Diffusion Equations Flagellar Bacteria Run and Tumble Motion, Chemotaxis Financial Time Series Additive Versus Multiplicative Processes 2","chemotaxis ,mathematics ,random walks ,time series",Probability and Statistics
893,"Discrete Versus Continuous Stochastic Processes Corrections to the Diffusion Equation Approximating Discrete Random Walks with IID Steps Fat Tails and Riesz Fractional Derivatives Stochastic Differentials, Wiener Process 1","discrete ,mathematics ,random walks ,stochastic ,stochastic processes ,wiener",Probability and Statistics
894,"Weakly Non-identical Steps Chapman-Kolmogorov Equation, Kramers-Moyall Expansion, Fokker-Planck Equation. Probability Flux Modified Kramers-Moyall Cumulant Expansion for Identical Steps 1","fokker ,mathematics ,planck ,probability",Probability and Statistics
895,"Weakly Non-identical Steps Chapman-Kolmogorov Equation, Kramers-Moyall Expansion, Fokker-Planck Equation. Probability Flux Modified Kramers-Moyall Cumulant Expansion for Identical Steps 2","fokker ,mathematics ,planck ,probability",Probability and Statistics
896,"Weakly Non-identical Steps Chapman-Kolmogorov Equation, Kramers-Moyall Expansion, Fokker-Planck Equation. Probability Flux Modified Kramers-Moyall Cumulant Expansion for Identical Steps 3","fokker ,mathematics ,planck ,probability",Probability and Statistics
897,"Nonlinear Drift Interacting Random Walkers, Concentration-dependent Drift Nonlinear Waves in Traffic Flow, Characteristics, Shocks, Burgers'' Equation Surface Growth, Kardar-Parisi-Zhang Equation","growth ,mathematics ,nonlinear ,shocks ,traffic ,waves",Probability and Statistics
898,"Return Probability on a Lattice Probability Generating Functions on the Integers, First Passage and Return on a Lattice, Polya''s Theorem 1","first ,functions ,generating functions ,mathematics ,probability",Probability and Statistics
899,"Return Probability on a Lattice Probability Generating Functions on the Integers, First Passage and Return on a Lattice, Polya''s Theorem 2","first ,functions ,generating functions ,mathematics ,probability",Probability and Statistics
900,"First Passage in Arbitrary Geometries General Formulation in Higher Dimensions, Moments of First Passage Time, Eventual Hitting Probability, Electrostatic Analogy for Diffusion, First Passage to a Sphere","dimensions ,first ,mathematics ,probability",Probability and Statistics
901,"The Arcsine Distribution Reflection Principle and Path Counting for Lattice Random Walks, Derivation of the Discrete Arcsine Distribution for the Fraction of Time Spent on One Side of the Origin, Continuum Limit","counting ,discrete ,distribution ,mathematics ,random walks",Probability and Statistics
902,First Passage in the Continuum Limit General Formulation in One Dimension Smirnov Density Minimum First Passage Time of a Set of N Random Walkers,"first ,mathematics ,smirnov",Probability and Statistics
903,"Conformal Invariance Conformal Transformations (Analytic Functions of the Plane, Stereographic Projection from the Plane to a Sphere,...), Conformally Invariant Transport Processes (Simple Diffusion, Advection-diffusion in a Potential Flow,...), Conformal","functions ,invariance ,mathematics ,probability ,transport processes",Probability and Statistics
904,"Applications of Conformal Mapping First Passage to a Circle, Wedge/Corner, Parabola. Continuous Laplacian Growth, Polubarinova-Galin Equation, Saffman-Taylor Fingers, Finite-time Singularities 1","applications ,first ,growth ,mathematics",Probability and Statistics
905,"Applications of Conformal Mapping First Passage to a Circle, Wedge/Corner, Parabola. Continuous Laplacian Growth, Polubarinova-Galin Equation, Saffman-Taylor Fingers, Finite-time Singularities 2","applications ,first ,growth ,mathematics",Probability and Statistics
906,"Diffusion-limited Aggregation Harmonic Measure, Hastings-Levitov Algorithm, Comparison of Discrete and Continuous Dynamics Overview of Mechanisms for Anomalous Diffusion Non-identical Steps 1","aggregation ,discrete ,mathematics",Probability and Statistics
907,"Diffusion-limited Aggregation Harmonic Measure, Hastings-Levitov Algorithm, Comparison of Discrete and Continuous Dynamics Overview of Mechanisms for Anomalous Diffusion Non-identical Steps 2","aggregation ,discrete ,mathematics",Probability and Statistics
908,"Polymer Models: Persistence and Self-avoidance Random Walk to Model Entropic Effects in Polymers, Restoring Force for Stretching; Persistent Random Walk to Model Bond-bending Energetic Effects, Green-Kubo Relation, Persistence Length, Telegrapher''s Equat","mathematics ,model ,models ,random walk",Probability and Statistics
909,"Levy Flights Superdiffusion and Limiting Levy Distributions for Steps with Infinite Variance, Examples, Size of the Largest Step, Frechet Distribution 1","distribution ,distributions ,levy flights ,mathematics ,variance",Probability and Statistics
910,"Levy Flights Superdiffusion and Limiting Levy Distributions for Steps with Infinite Variance, Examples, Size of the Largest Step, Frechet Distribution 2","distribution ,distributions ,levy flights ,mathematics ,variance",Probability and Statistics
911,"Levy Flights Superdiffusion and Limiting Levy Distributions for Steps with Infinite Variance, Examples, Size of the Largest Step, Frechet Distribution 3","distribution ,distributions ,levy flights ,mathematics ,variance",Probability and Statistics
912,"Introduction, linear algebra review","computer ,control ,engineering ,linear ,linear algebra",Probability and Statistics
913,Least square estimation,"computer ,control ,engineering ,estimation",Probability and Statistics
914,Least square solutions of linear problems,"computer ,control ,engineering ,linear ,solutions",Probability and Statistics
915,Singular values,"computer ,control ,engineering",Probability and Statistics
916,Matrix perturbations,"computer ,control ,engineering",Probability and Statistics
917,Dynamical systems,"computer ,control ,engineering",Probability and Statistics
918,State-space models,"computer ,control ,engineering ,models",Probability and Statistics
919,Solutions of state-space models,"computer ,control ,engineering ,models ,solutions",Probability and Statistics
920,Transfer functions,"computer ,control ,engineering ,functions",Probability and Statistics
921,I/O stability 1,stability,Probability and Statistics
922,I/O stability 2,stability,Probability and Statistics
923,Bode''s sensitivity integral,"computer ,control ,engineering",Probability and Statistics
924,Robust stability,stability,Probability and Statistics
925,Reachability and observability,"computer ,control ,engineering",Probability and Statistics
926,Minimal realizations,"computer ,control ,engineering",Probability and Statistics
927,Balanced realization,"computer ,control ,engineering",Probability and Statistics
928,Feedback stabilization,"computer ,control ,engineering ,feedback",Probability and Statistics
929,H2 optimization,"computer ,control ,engineering ,optimization",Probability and Statistics
930,H_inf optimization,"computer ,control ,engineering ,optimization",Probability and Statistics
931,"Course Introduction: Probability, Statistics and Quality Loss","probability ,robust ,statistics",Probability and Statistics
932,Context of Robust Design,"robust ,robust design",Probability and Statistics
933,Matrix Experiments Using Orthogonal Arrays / Paper Helicopter Lab,robust,Probability and Statistics
934,Performance Characterization,robust,Probability and Statistics
935,Control and Noise Factors,"control ,factors ,noise ,noise factors ,robust",Probability and Statistics
936,Analysis of Variance: ANOVA 1,"analysis ,analysis of variance ,anova ,robust ,variance",Probability and Statistics
937,Analysis of Variance: ANOVA 2,"analysis ,analysis of variance ,anova ,robust ,variance",Probability and Statistics
938,Analysis of Variance: ANOVA 3,"analysis ,analysis of variance ,anova ,robust ,variance",Probability and Statistics
939,Analysis of Variance: ANOVA 4,"analysis ,analysis of variance ,anova ,robust ,variance",Probability and Statistics
940,Analysis of Variance: ANOVA 5,"analysis ,analysis of variance ,anova ,robust ,variance",Probability and Statistics
941,Constructing Orthogonal Arrays 1,robust,Probability and Statistics
942,Constructing Orthogonal Arrays 2,robust,Probability and Statistics
943,Constructing Orthogonal Arrays 3,robust,Probability and Statistics
944,Constructing Orthogonal Arrays 4,robust,Probability and Statistics
945,Robust Design Using Simulations ,"robust ,robust design",Probability and Statistics
946,Design of Dynamic Systems,"dynamic systems ,robust",Probability and Statistics
947,Reliability Improvement,"reliability ,robust",Probability and Statistics
948,Review for Final Exam ,robust,Probability and Statistics
949,Tolerance Design ,"robust ,tolerance",Probability and Statistics
950,Mahalanobis Taguchi System  1,robust,Probability and Statistics
951,Mahalanobis Taguchi System  2,robust,Probability and Statistics
952,Mahalanobis Taguchi System  3,robust,Probability and Statistics
953,Robust Conceptual Design ,robust,Probability and Statistics
954,Probabilistic models and probability measures,probability,Probability and Statistics
955,Two fundamental probabilistic models,probability,Probability and Statistics
956,Conditioning and independence,probability,Probability and Statistics
957,Random variables,variables,Probability and Statistics
958,Discrete random variables and their expectations 1,variables,Probability and Statistics
959,Discrete random variables and their expectations 2,variables,Probability and Statistics
960,Continuous random variables 1,variables,Probability and Statistics
961,Continuous random variables 2,variables,Probability and Statistics
962,Derived distributions,probability,Probability and Statistics
963,Abstract integration 1,probability,Probability and Statistics
964,Abstract integration 2,probability,Probability and Statistics
965,Product measure and Fubini''s theorem,probability,Probability and Statistics
966,Moment generating functions,probability,Probability and Statistics
967,Multivariate normal distributions,probability,Probability and Statistics
968,Multivariate normal distributions: characteristic functions,probability,Probability and Statistics
969,Convergence of random variables,variables,Probability and Statistics
970,Laws of large numbers 1,probability,Probability and Statistics
971,Laws of large numbers 2,probability,Probability and Statistics
972,The Bernoulli and Poisson processes,probability,Probability and Statistics
973,The Poisson process,probability,Probability and Statistics
974,Markov chains II: mean recurrence times,probability,Probability and Statistics
975,"Markov chains III: periodicity, mixing, absorption",probability,Probability and Statistics
976,"Infinite Markov chains, continuous time Markov chains",probability,Probability and Statistics
977,Birth-death processes,probability,Probability and Statistics
